x, y
1.010000,1.592206
1.020000,1.628130
1.030000,1.665244
1.040000,1.703615
1.050000,1.743315
1.060000,1.784425
1.070000,1.827028
1.080000,1.871217
1.090000,1.917092
1.100000,1.964760
1.110000,2.014338
1.120000,2.065955
1.130000,2.119750
1.140000,2.175875
1.150000,2.234497
1.160000,2.295799
1.170000,2.359981
1.180000,2.427266
1.190000,2.497899
1.200000,2.572152
1.210000,2.650325
1.220000,2.732754
1.230000,2.819816
1.240000,2.911930
1.250000,3.009570
1.260000,3.113269
1.270000,3.223633
1.280000,3.341350
1.290000,3.467206
1.300000,3.602102
1.310000,3.747081
1.320000,3.903348
1.330000,4.072310
1.340000,4.255618
1.350000,4.455222
1.360000,4.673441
1.370000,4.913058
1.380000,5.177437
1.390000,5.470689
1.400000,5.797884
1.410000,6.165356
1.420000,6.581120
1.430000,7.055464
1.440000,7.601826
1.450000,8.238093
1.460000,8.988608
1.470000,9.887375
1.480000,10.983379
1.490000,12.349856
1.500000,14.101420
1.510000,16.428092
1.520000,19.669528
1.530000,24.498410
1.540000,32.461139
1.550000,48.078483
1.560000,92.620496
1.570000,1255.765591
1.580000,-108.649204
1.590000,-52.066970
1.600000,-34.232533
1.610000,-25.494745
1.620000,-20.307282
1.630000,-16.871105
1.640000,-14.427025
1.650000,-12.599265
1.660000,-11.180550
1.670000,-10.047182
1.680000,-9.120771
1.690000,-8.349231
1.700000,-7.696602
1.710000,-7.137257
1.720000,-6.652439
1.730000,-6.228104
1.740000,-5.853528
1.750000,-5.520380
1.760000,-5.222091
1.770000,-4.953410
1.780000,-4.710092
1.790000,-4.488664
1.800000,-4.286262
1.810000,-4.100497
1.820000,-3.929368
1.830000,-3.771179
1.840000,-3.624489
1.850000,-3.488060
1.860000,-3.360828
1.870000,-3.241870
1.880000,-3.130383
1.890000,-3.025665
1.900000,-2.927098
1.910000,-2.834137
1.920000,-2.746300
1.930000,-2.663159
1.940000,-2.584331
1.950000,-2.509476
1.960000,-2.438285
1.970000,-2.370484
1.980000,-2.305822
1.990000,-2.244076
2.000000,-2.185040
2.010000,-2.128529
2.020000,-2.074373
2.030000,-2.022419
2.040000,-1.972525
2.050000,-1.924561
2.060000,-1.878408
2.070000,-1.833957
2.080000,-1.791108
2.090000,-1.749766
2.100000,-1.709847
2.110000,-1.671269
2.120000,-1.633960
2.130000,-1.597851
2.140000,-1.562877
2.150000,-1.528980
2.160000,-1.496104
2.170000,-1.464197
2.180000,-1.433211
2.190000,-1.403100
2.200000,-1.373823
2.210000,-1.345340
2.220000,-1.317612
2.230000,-1.290606
2.240000,-1.264288
2.250000,-1.238628
2.260000,-1.213595
2.270000,-1.189162
2.280000,-1.165304
2.290000,-1.141996
2.300000,-1.119214
2.310000,-1.096936
2.320000,-1.075142
2.330000,-1.053811
2.340000,-1.032925
2.350000,-1.012466
